LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList,Message
500,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_11', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_11'],Found block rdd_42_11 locally
501,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_12', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_12'],Found block rdd_42_12 locally
502,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_14', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_14'],Found block rdd_42_14 locally
503,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_13', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_13'],Found block rdd_42_13 locally
504,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '19', '19', '1']","Times: total = 39, boot = 19, init = 19, finish = 1"
505,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '21', '19', '1']","Times: total = 41, boot = 21, init = 19, finish = 1"
506,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '11.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1331).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['11.0', '29.0', '1331).', '2128']",Finished task 11.0 in stage 29.0 (TID 1331). 2128 bytes result sent to driver
507,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '15', '23', '1']","Times: total = 39, boot = 15, init = 23, finish = 1"
508,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '18', '23', '1']","Times: total = 42, boot = 18, init = 23, finish = 1"
509,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '10.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1330).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['10.0', '29.0', '1330).', '2128']",Finished task 10.0 in stage 29.0 (TID 1330). 2128 bytes result sent to driver
510,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['43', '15', '27', '1']","Times: total = 43, boot = 15, init = 27, finish = 1"
511,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1335'],Got assigned task 1335
512,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '15.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1335)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['15.0', '29.0', '1335)']",Running task 15.0 in stage 29.0 (TID 1335)
513,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1336'],Got assigned task 1336
514,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '14.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1334).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['14.0', '29.0', '1334).', '2128']",Finished task 14.0 in stage 29.0 (TID 1334). 2128 bytes result sent to driver
515,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '12.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1332).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['12.0', '29.0', '1332).', '2128']",Finished task 12.0 in stage 29.0 (TID 1332). 2128 bytes result sent to driver
516,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '16.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1336)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['16.0', '29.0', '1336)']",Running task 16.0 in stage 29.0 (TID 1336)
517,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '13.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1333).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['13.0', '29.0', '1333).', '2171']",Finished task 13.0 in stage 29.0 (TID 1333). 2171 bytes result sent to driver
518,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1337'],Got assigned task 1337
519,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '17.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1337)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['17.0', '29.0', '1337)']",Running task 17.0 in stage 29.0 (TID 1337)
520,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1338'],Got assigned task 1338
521,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '18.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1338)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['18.0', '29.0', '1338)']",Running task 18.0 in stage 29.0 (TID 1338)
522,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_16', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_16'],Found block rdd_42_16 locally
523,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1339'],Got assigned task 1339
524,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '19.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1339)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['19.0', '29.0', '1339)']",Running task 19.0 in stage 29.0 (TID 1339)
525,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_15', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_15'],Found block rdd_42_15 locally
526,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_17', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_17'],Found block rdd_42_17 locally
527,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_18', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_18'],Found block rdd_42_18 locally
528,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_19', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_19'],Found block rdd_42_19 locally
529,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '20', '19', '1']","Times: total = 40, boot = 20, init = 19, finish = 1"
530,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '20', '19', '1']","Times: total = 40, boot = 20, init = 19, finish = 1"
531,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '18', '20', '1']","Times: total = 39, boot = 18, init = 20, finish = 1"
532,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '27', '14', '0']","Times: total = 41, boot = 27, init = 14, finish = 0"
533,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '15.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1335).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['15.0', '29.0', '1335).', '2171']",Finished task 15.0 in stage 29.0 (TID 1335). 2171 bytes result sent to driver
534,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '16.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1336).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['16.0', '29.0', '1336).', '2171']",Finished task 16.0 in stage 29.0 (TID 1336). 2171 bytes result sent to driver
535,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '18.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1338).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['18.0', '29.0', '1338).', '2128']",Finished task 18.0 in stage 29.0 (TID 1338). 2128 bytes result sent to driver
536,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '15', '25', '1']","Times: total = 41, boot = 15, init = 25, finish = 1"
537,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '17.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1337).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['17.0', '29.0', '1337).', '2128']",Finished task 17.0 in stage 29.0 (TID 1337). 2128 bytes result sent to driver
538,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1340'],Got assigned task 1340
539,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '20.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1340)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['20.0', '29.0', '1340)']",Running task 20.0 in stage 29.0 (TID 1340)
540,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1341'],Got assigned task 1341
541,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '21.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1341)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['21.0', '29.0', '1341)']",Running task 21.0 in stage 29.0 (TID 1341)
542,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '19.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1339).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['19.0', '29.0', '1339).', '2128']",Finished task 19.0 in stage 29.0 (TID 1339). 2128 bytes result sent to driver
543,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1342'],Got assigned task 1342
544,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '22.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1342)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['22.0', '29.0', '1342)']",Running task 22.0 in stage 29.0 (TID 1342)
545,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1343'],Got assigned task 1343
546,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '23.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1343)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['23.0', '29.0', '1343)']",Running task 23.0 in stage 29.0 (TID 1343)
547,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1344'],Got assigned task 1344
548,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_21', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_21'],Found block rdd_42_21 locally
549,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '24.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1344)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['24.0', '29.0', '1344)']",Running task 24.0 in stage 29.0 (TID 1344)
550,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_20', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_20'],Found block rdd_42_20 locally
551,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_22', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_22'],Found block rdd_42_22 locally
552,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_23', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_23'],Found block rdd_42_23 locally
553,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_24', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_24'],Found block rdd_42_24 locally
554,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '16', '22', '1']","Times: total = 39, boot = 16, init = 22, finish = 1"
555,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '18', '22', '1']","Times: total = 41, boot = 18, init = 22, finish = 1"
556,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '20', '21', '1']","Times: total = 42, boot = 20, init = 21, finish = 1"
557,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '21.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1341).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['21.0', '29.0', '1341).', '2128']",Finished task 21.0 in stage 29.0 (TID 1341). 2128 bytes result sent to driver
558,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['43', '15', '27', '1']","Times: total = 43, boot = 15, init = 27, finish = 1"
559,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '22.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1342).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['22.0', '29.0', '1342).', '2171']",Finished task 22.0 in stage 29.0 (TID 1342). 2171 bytes result sent to driver
560,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '23.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1343).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['23.0', '29.0', '1343).', '2171']",Finished task 23.0 in stage 29.0 (TID 1343). 2171 bytes result sent to driver
561,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '15', '25', '1']","Times: total = 41, boot = 15, init = 25, finish = 1"
562,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1345'],Got assigned task 1345
563,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '25.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1345)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['25.0', '29.0', '1345)']",Running task 25.0 in stage 29.0 (TID 1345)
564,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '20.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1340).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['20.0', '29.0', '1340).', '2128']",Finished task 20.0 in stage 29.0 (TID 1340). 2128 bytes result sent to driver
565,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '24.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1344).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['24.0', '29.0', '1344).', '2128']",Finished task 24.0 in stage 29.0 (TID 1344). 2128 bytes result sent to driver
566,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1346'],Got assigned task 1346
567,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '26.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1346)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['26.0', '29.0', '1346)']",Running task 26.0 in stage 29.0 (TID 1346)
568,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1347'],Got assigned task 1347
569,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '27.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1347)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['27.0', '29.0', '1347)']",Running task 27.0 in stage 29.0 (TID 1347)
570,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1348'],Got assigned task 1348
571,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_25', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_25'],Found block rdd_42_25 locally
572,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '28.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1348)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['28.0', '29.0', '1348)']",Running task 28.0 in stage 29.0 (TID 1348)
573,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1349'],Got assigned task 1349
574,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '29.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1349)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['29.0', '29.0', '1349)']",Running task 29.0 in stage 29.0 (TID 1349)
575,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_26', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_26'],Found block rdd_42_26 locally
576,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_28', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_28'],Found block rdd_42_28 locally
577,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_27', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_27'],Found block rdd_42_27 locally
578,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_29', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_29'],Found block rdd_42_29 locally
579,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '23', '17', '1']","Times: total = 41, boot = 23, init = 17, finish = 1"
580,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['38', '18', '20', '0']","Times: total = 38, boot = 18, init = 20, finish = 0"
581,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '18', '23', '1']","Times: total = 42, boot = 18, init = 23, finish = 1"
582,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '18', '20', '1']","Times: total = 39, boot = 18, init = 20, finish = 1"
583,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '25.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1345).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['25.0', '29.0', '1345).', '2128']",Finished task 25.0 in stage 29.0 (TID 1345). 2128 bytes result sent to driver
