LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,ParameterList,Message
432,-,1133448168,2005.12.01,R32-M1-NC-C:J16-U11,2005-12-01-06.42.48.626892,R32-M1-NC-C:J16-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10676', '0', '0', '0']","10676 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
433,-,1133448263,2005.12.01,R52-M0-N5-C:J10-U01,2005-12-01-06.44.23.178101,R52-M0-N5-C:J10-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10752', '0', '0', '0']","10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
434,-,1133448278,2005.12.01,R52-M0-N1-C:J10-U11,2005-12-01-06.44.38.098317,R52-M0-N1-C:J10-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
435,-,1133448296,2005.12.01,R72-M0-NF-C:J15-U11,2005-12-01-06.44.56.029154,R72-M0-NF-C:J15-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10728', '0', '0', '0']","10728 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
436,-,1133448298,2005.12.01,R73-M1-N7-C:J04-U01,2005-12-01-06.44.58.829439,R73-M1-N7-C:J04-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10712', '0', '0', '0']","10712 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
437,-,1133448302,2005.12.01,R75-M0-N4-C:J12-U01,2005-12-01-06.45.02.528716,R75-M0-N4-C:J12-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10718', '0', '0', '0']","10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
438,-,1133448306,2005.12.01,R53-M0-N1-C:J11-U11,2005-12-01-06.45.06.711202,R53-M0-N1-C:J11-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10722', '0', '0', '0']","10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
439,-,1133448310,2005.12.01,R76-M1-NC-C:J16-U01,2005-12-01-06.45.10.211281,R76-M1-NC-C:J16-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10644', '0', '0', '0']","10644 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
440,-,1133448393,2005.12.01,R66-M0-N2-C:J17-U11,2005-12-01-06.46.33.760675,R66-M0-N2-C:J17-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
441,-,1133448397,2005.12.01,R66-M0-NB-C:J17-U11,2005-12-01-06.46.37.568406,R66-M0-NB-C:J17-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
442,-,1133448410,2005.12.01,R41-M0-NB-C:J05-U11,2005-12-01-06.46.50.571631,R41-M0-NB-C:J05-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
443,-,1133448439,2005.12.01,R73-M0-N2-C:J11-U11,2005-12-01-06.47.19.872148,R73-M0-N2-C:J11-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10738', '0', '0', '0']","10738 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
444,-,1133448448,2005.12.01,R73-M0-NE-C:J14-U01,2005-12-01-06.47.28.616018,R73-M0-NE-C:J14-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10646', '0', '0', '0']","10646 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
445,-,1133448466,2005.12.01,R44-M0-N3-C:J06-U01,2005-12-01-06.47.46.598443,R44-M0-N3-C:J06-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
446,-,1133448468,2005.12.01,R77-M0-N5-C:J04-U11,2005-12-01-06.47.48.847938,R77-M0-N5-C:J04-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10710', '0', '0', '0']","10710 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
447,-,1133448469,2005.12.01,R61-M0-N9-C:J16-U01,2005-12-01-06.47.49.100165,R61-M0-N9-C:J16-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
448,-,1133448479,2005.12.01,R64-M0-N2-C:J16-U01,2005-12-01-06.47.59.953454,R64-M0-N2-C:J16-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
449,-,1133448491,2005.12.01,R45-M0-N4-C:J13-U01,2005-12-01-06.48.11.378453,R45-M0-N4-C:J13-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10706', '0', '0', '0']","10706 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
450,-,1133448493,2005.12.01,R64-M0-N1-C:J06-U11,2005-12-01-06.48.13.253997,R64-M0-N1-C:J06-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
451,-,1133448498,2005.12.01,R64-M0-N8-C:J05-U11,2005-12-01-06.48.18.151322,R64-M0-N8-C:J05-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
452,-,1133448588,2005.12.01,R46-M1-N5-C:J16-U01,2005-12-01-06.49.48.883198,R46-M1-N5-C:J16-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10765', '0', '0', '0']","10765 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
453,-,1133448628,2005.12.01,R42-M0-NA-C:J09-U11,2005-12-01-06.50.28.913616,R42-M0-NA-C:J09-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
454,-,1133448653,2005.12.01,R27-M1-N9-C:J09-U01,2005-12-01-06.50.53.822651,R27-M1-N9-C:J09-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10698', '0', '0', '0']","10698 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
455,-,1133448656,2005.12.01,R27-M1-NA-C:J05-U11,2005-12-01-06.50.56.045860,R27-M1-NA-C:J05-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10744', '0', '0', '0']","10744 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
456,-,1133448658,2005.12.01,R27-M0-NE-C:J17-U11,2005-12-01-06.50.58.300024,R27-M0-NE-C:J17-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10740', '0', '0', '0']","10740 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
